#,单词,音标,解释,笔记
911,"roared","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
912,"roast","英:/rəʊst/ 美:/rost/","该版本不支持扩展词库。购买专业版",
913,"rob","英:/rɒb/ 美:/rɑb/","该版本不支持扩展词库。购买专业版",
914,"root","英:/ruːt/ 美:/rut/","该版本不支持扩展词库。购买专业版",
915,"rooting","/'ru:tiŋ/","该版本不支持扩展词库。购买专业版",
916,"round","英:/raʊnd/ 美:/raʊnd/","该版本不支持扩展词库。购买专业版",
917,"route","英:/ruːt/ 美:/rut/","该版本不支持扩展词库。购买专业版",
918,"rove","英:/rəʊv/ 美:/rov/","该版本不支持扩展词库。购买专业版",
919,"rubble","英:/'rʌb(ə)l/ 美:/'rʌbl/","该版本不支持扩展词库。购买专业版",
920,"Rule-Based Approach","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
921,"runoff","英:/'rʌnɒf/ 美:/'rʌnɔf/","该版本不支持扩展词库。购买专业版",
922,"rupture","英:/'rʌptʃə/ 美:/'rʌptʃɚ/","该版本不支持扩展词库。购买专业版",
923,"ruthless","英:/'ruːθlɪs/ 美:/'rʊθləs/","该版本不支持扩展词库。购买专业版",
924,"sack","英:/sæk/ 美:/sæk/","该版本不支持扩展词库。购买专业版",
925,"salient","英:/'seɪlɪənt/ 美:/'selɪənt/","该版本不支持扩展词库。购买专业版",
926,"sanitize","英:/'sænɪtaɪz/ 美:/ˈsænɪˌtaɪz/","该版本不支持扩展词库。购买专业版",
927,"sanitizer","/'sænə,taɪzɚ/","(食物加工设备所用的)消毒杀菌剂",
928,"sap","英:/sæp/ 美:/sæp/","该版本不支持扩展词库。购买专业版",
929,"sapped","/sæpt/","adj. 受冰川作用侵蚀(或裂碎)的",
930,"sappy","英:/'sæpɪ/ 美:/'sæpi/","该版本不支持扩展词库。购买专业版",
931,"saw","英:/sɔː/ 美:/sɔ/","该版本不支持扩展词库。购买专业版",
932,"scale","英:/skeɪl/ 美:/skel/","该版本不支持扩展词库。购买专业版",
933,"scenario","英:/sɪ'nɑːrɪəʊ/ 美:/sə'nærɪo/","该版本不支持扩展词库。购买专业版",
934,"scheme","英:/skiːm/ 美:/skim/","该版本不支持扩展词库。购买专业版",
935,"schism","英:/'sɪz(ə)m/ 美:/'skɪzəm/","该版本不支持扩展词库。购买专业版",
936,"schwa","英:/ʃwɑː/ 美:/ʃwɑ/","该版本不支持扩展词库。购买专业版",
937,"scribe","英:/skraɪb/ 美:/skraɪb/","该版本不支持扩展词库。购买专业版",
938,"script","英:/skrɪpt/ 美:/skrɪpt/","该版本不支持扩展词库。购买专业版",
939,"scrutiny","英:/'skruːtɪnɪ/ 美:/'skrutəni/","该版本不支持扩展词库。购买专业版",
940,"scythe","英:/saɪð/ 美:/saɪð/","该版本不支持扩展词库。购买专业版",
941,"secondary","英:/'sek(ə)nd(ə)rɪ/ 美:/'sɛkəndɛri/","- adj. 次要的, 次等的
- 中级的, 第二的

副 词:  
secondarily",
942,"secretive","英:/'siːkrɪtɪv/ 美:/'sɪkrətɪv/","adj. 遮遮掩掩的,守口如瓶的,秘密的

副 词:  
secretively

名 词:  
secretiveness",
943,"secular","英:/'sekjʊlə/ 美:/'sɛkjəlɚ/","该版本不支持扩展词库。购买专业版",
944,"secure","英:/sɪ'kjʊə/ 美:/sə'kjʊr/","该版本不支持扩展词库。购买专业版",
945,"sedate","英:/sɪ'deɪt/ 美:/sɪˈdet/","该版本不支持扩展词库。购买专业版",
946,"sedentary","英:/'sed(ə)nt(ə)rɪ/ 美:/'sɛdntɛri/","- adj. 坐着的
-  (指工作等)坐着干的,案头的
-  (指人)不爱活动的

副 词:  
sedentarily

名 词:  
sedentariness",
947,"semantics","英:/sɪ'mæntɪks/ 美:/sə'mæntɪks/","n. 语义学",
948,"semiconductor","英:/ˌsemɪkən'dʌktə/ 美:/ˌsɛmɪkən'dʌktɚ/","n. 〈物〉半导体

形容词:  
semiconducting",
949,"sensitive","英:/'sensɪtɪv/ 美:/'sɛnsətɪv/","- adj. 易受伤害的，易损坏的；易受影响的；敏感的
- 易生气的；感情容易冲动的；神经质的
- 〈褒〉有细腻感情的；同情理解的
- (指仪器等)灵敏的
- 需要小心处理(以免引起麻烦或冒犯)的，敏感的，微妙的

副 词:  
sensitively

名 词:  
sensitiveness",
950,"sensitivity","英:/sensɪ'tɪvɪtɪ/ 美:/'sɛnsə'tɪvəti/","n. 敏感;敏感度",
951,"sentiment","英:/'sentɪm(ə)nt/ 美:/'sɛntɪmənt/","- n. (对怜悯、怀旧等的)柔情
- 态度或意见
- 观点; 意见",
952,"sentimentality","英:/ˌsentɪmen'tælɪtɪ/ 美:/ˌsɛntɪmɛn'tæləti/","n. 多愁善感,感伤癖",
953,"sentry","英:/'sentrɪ/ 美:/'sɛntri/","该版本不支持扩展词库。购买专业版",
954,"serf","英:/sɜːf/ 美:/sɝf/","该版本不支持扩展词库。购买专业版",
955,"severely","英:/si'viəli/ 美:/səˈvɪrlɪ/","该版本不支持扩展词库。购买专业版",
956,"sewage","英:/'suːɪdʒ/ 美:/'sʊɪdʒ/","该版本不支持扩展词库。购买专业版",
957,"shallow","英:/'ʃæləʊ/ 美:/'ʃælo/","该版本不支持扩展词库。购买专业版",
958,"share","英:/ʃeə/ 美:/ʃɛr/","该版本不支持扩展词库。购买专业版",
959,"shiver","英:/'ʃɪvə/ 美:/'ʃɪvɚ/","该版本不支持扩展词库。购买专业版",
960,"shivery","英:/'ʃɪv(ə)rɪ/ 美:/ˈʃɪvəri/","该版本不支持扩展词库。购买专业版",
961,"shone","英:/ʃɒn/ 美:/ʃon/","vi. 发光（shine的过去式及过去分词）",
962,"short","英:/ʃɔ:t/ 美:/ʃɔrt/","该版本不支持扩展词库。购买专业版",
963,"shot down","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
964,"shout","英:/ʃaʊt/ 美:/ʃaʊt/","该版本不支持扩展词库。购买专业版",
965,"shove","英:/ʃʌv/ 美:/ʃʌv/","该版本不支持扩展词库。购买专业版",
966,"shovel","英:/'ʃʌv(ə)l/ 美:/'ʃʌvl/","该版本不支持扩展词库。购买专业版",
967,"shoveled","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
968,"Siberia","/sai'biəriə/","该版本不支持扩展词库。购买专业版",
969,"side","英:/saɪd/ 美:/saɪd/","该版本不支持扩展词库。购买专业版",
970,"sideways","英:/'saɪdweɪz/ 美:/'saɪdwez/","该版本不支持扩展词库。购买专业版",
971,"silk","英:/sɪlk/ 美:/sɪlk/","该版本不支持扩展词库。购买专业版",
972,"simply","英:/'sɪmplɪ/ 美:/'sɪmpli/","该版本不支持扩展词库。购买专业版",
973,"single out","","该版本不支持扩展词库。购买专业版",
974,"singlet","英:/'sɪŋglɪt/ 美:/ˈsɪŋɡlɪt/","该版本不支持扩展词库。购买专业版",
975,"sirens","/'saiərən/","- n. 汽笛，警报器（siren的复数）
- v. 引诱；鸣笛行驶（siren的第三人称单数）",
976,"site","英:/saɪt/ 美:/saɪt/","- n. 位置，场所，地点
- vt. 使坐落在；设置

时 态:  
sited，siting，sites",
977,"slam","英:/slæm/ 美:/slæm/","该版本不支持扩展词库。购买专业版",
978,"slide","英:/slaɪd/ 美:/slaɪd/","该版本不支持扩展词库。购买专业版",
979,"slightly","英:/ˈslaɪtli:/ 美:/'slaɪtli/","该版本不支持扩展词库。购买专业版",
980,"sling","英:/slɪŋ/ 美:/slɪŋ/","该版本不支持扩展词库。购买专业版",
981,"slit","英:/slɪt/ 美:/slɪt/","该版本不支持扩展词库。购买专业版",
982,"slope","英:/sləʊp/ 美:/slop/","该版本不支持扩展词库。购买专业版",
983,"slump","英:/slʌmp/ 美:/slʌmp/","该版本不支持扩展词库。购买专业版",
984,"snag","英:/snæg/ 美:/snæɡ/","该版本不支持扩展词库。购买专业版",
985,"snap at","","厉声斥责, 企图去咬",
986,"snapshot","英:/'snæpʃɒt/ 美:/'snæpʃɑt/","该版本不支持扩展词库。购买专业版",
987,"snarl","英:/snɑːl/ 美:/snɑrl/","该版本不支持扩展词库。购买专业版",
988,"sneak","英:/sniːk/ 美:/snik/","该版本不支持扩展词库。购买专业版",
989,"sniffing","/snɪf/","n. 探查法",
990,"snoozing","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
991,"snug","英:/snʌg/ 美:/snʌɡ/","该版本不支持扩展词库。购买专业版",
992,"soap powder","","该版本不支持扩展词库。购买专业版",
993,"soar","英:/sɔː/ 美:/sɔr/","该版本不支持扩展词库。购买专业版",
994,"soaring","英:/'sɔ:riŋ/ 美:/ˈsɔrɪŋ/","该版本不支持扩展词库。购买专业版",
995,"soever","英:/səʊ'evə/ 美:/so'ɛvɚ/","adv. 任何，不论何种；无论",
996,"solace","英:/'sɒlɪs/ 美:/ˈsɑlɪs/","该版本不支持扩展词库。购买专业版",
997,"sole","英:/səʊl/ 美:/sol/","该版本不支持扩展词库。购买专业版",
998,"somatotype","英:/'səʊmətə(ʊ)taɪp/ 美:/ˌso'mætaɪp/","- n. 体型分类
- v. 按体型分类",
999,"soon","英:/suːn/ 美:/sun/","该版本不支持扩展词库。购买专业版",
1000,"sorption","英:/'sɔːpʃ(ə)n/ 美:/'sɔrpʃən/","该版本不支持扩展词库。购买专业版",
1001,"sort out","","vt. 整理,选出,解决,惩罚,把...分类",
1002,"sour","英:/saʊə/ 美:/'saʊɚ/","该版本不支持扩展词库。购买专业版",
1003,"sourpuss","英:/'saʊəpʊs/ 美:/'saʊɚpʊs/","该版本不支持扩展词库。购买专业版",
1004,"Spam","英:/spæm/ 美:/spæm/","该版本不支持扩展词库。购买专业版",
1005,"spanned","/spænd/","adj. (细胞或微生物的培养)生活期有限的",
1006,"spare","英:/speə/ 美:/spɛr/","该版本不支持扩展词库。购买专业版",
1007,"spawned","","v. 孵出；引起（spawn的过去分词）",
1008,"specify","英:/'spesɪfaɪ/ 美:/'spɛsɪfaɪ/","该版本不支持扩展词库。购买专业版",
1009,"spectra","英:/'spektrə/ 美:/'spɛktrə/","n. 范围,光谱",
1010,"speculation","英:/ˌspekjʊ'leɪʃn/ 美:/ˌspɛkju'leʃən/","- n. 思考，思索
- 推断，推测；猜测
- 投机活动
- 投机买卖，投机生意",
1011,"spill","英:/spɪl/ 美:/spɪl/","该版本不支持扩展词库。购买专业版",
1012,"spilt","英:/spɪlt/ 美:/spɪlt/","spill的过去式及过去分词",
1013,"spit","英:/spɪt/ 美:/spɪt/","该版本不支持扩展词库。购买专业版",
1014,"spiteful","英:/'spaɪtfʊl/ 美:/'spaɪtfl/","该版本不支持扩展词库。购买专业版",
1015,"spooky","英:/'spu:ki/ 美:/ˈspuki/","该版本不支持扩展词库。购买专业版",
1016,"spouse","英:/spaʊz/ 美:/spaʊs/","该版本不支持扩展词库。购买专业版",
1017,"spread out","","该版本不支持扩展词库。购买专业版",
1018,"sputter","英:/'spʌtə/ 美:/'spʌtɚ/","该版本不支持扩展词库。购买专业版",
1019,"square","英:/skweə/ 美:/skwɛr/","该版本不支持扩展词库。购买专业版",
1020,"squirrel","英:/'skwɪr(ə)l/ 美:/'skwɝəl/","该版本不支持扩展词库。购买专业版",
1021,"stab","英:/stæb/ 美:/stæb/","该版本不支持扩展词库。购买专业版",
1022,"stabilizer","英:/'steɪbɪlaɪzə/ 美:/'stebə'laɪzɚ/","- n. 安定装置;安定翼
- 有安定作用之人(或物)
- 稳定者",
1023,"stagnant","英:/'stægnənt/ 美:/'stægnənt/","该版本不支持扩展词库。购买专业版",
1024,"stalk","英:/stɔːk/ 美:/stɔk/","该版本不支持扩展词库。购买专业版",
1025,"stances","/stɑ:ns/","n. 步型；姿态（stance的复数）",
1026,"staple","英:/'steɪp(ə)l/ 美:/'stepl/","该版本不支持扩展词库。购买专业版",
1027,"startle","英:/'stɑːt(ə)l/ 美:/'stɑrtl/","该版本不支持扩展词库。购买专业版",
1028,"statement","英:/'steɪtm(ə)nt/ 美:/'stetmənt/","- n. 声明, 陈述
- 结算单, 报表",
1029,"stationary","英:/'steɪʃ(ə)n(ə)rɪ/ 美:/'steʃənɛri/","adj. 固定的；静止的；定居的；常备军的
n. 不动的人；驻军",
1030,"steadily","英:/ˈstedɪlɪ/ 美:/'stɛdəli/","该版本不支持扩展词库。购买专业版",
1031,"steel","英:/stiːl/ 美:/stil/","该版本不支持扩展词库。购买专业版",
1032,"steeple","英:/'stiːp(ə)l/ 美:/'stipl/","该版本不支持扩展词库。购买专业版",
1033,"stench","英:/sten(t)ʃ/ 美:/stɛntʃ/","该版本不支持扩展词库。购买专业版",
1034,"step down","","该版本不支持扩展词库。购买专业版",
1035,"step in","","vt. 走进(介入, 干预, 伸脚穿入)",
1036,"stereotype","英:/'sterɪə(ʊ)taɪp/ 美:/'stɛrɪətaɪp/","- n. 老套, 模式化的见解, 有老一套固定想法的人
- vt. 把…模式化, 使成陈规

时 态:  
stereotyped, stereotyping, stereotypes 

名 词:  
stereotyper",
1037,"stiff","英:/stɪf/ 美:/stɪf/","该版本不支持扩展词库。购买专业版",
1038,"sting","英:/stɪŋ/ 美:/stɪŋ/","该版本不支持扩展词库。购买专业版",
1039,"stint","英:/stɪnt/ 美:/stɪnt/","该版本不支持扩展词库。购买专业版",
1040,"stock","英:/stɒk/ 美:/stɑk/","该版本不支持扩展词库。购买专业版",
1041,"strangle","英:/'stræŋg(ə)l/ 美:/'stræŋɡl/","该版本不支持扩展词库。购买专业版",
1042,"strap","英:/stræp/ 美:/stræp/","该版本不支持扩展词库。购买专业版",
1043,"stratify","英:/'strætɪfaɪ/ 美:/'strætɪfaɪ/","该版本不支持扩展词库。购买专业版",
1044,"stroke","英:/strəʊk/ 美:/strok/","该版本不支持扩展词库。购买专业版",
1045,"stub","英:/stʌb/ 美:/stʌb/","该版本不支持扩展词库。购买专业版",
1046,"studded","/'stʌdɪd/","该版本不支持扩展词库。购买专业版",
1047,"stunning","英:/'stʌnɪŋ/ 美:/'stʌnɪŋ/","该版本不支持扩展词库。购买专业版",
1048,"stylus","英:/'staɪləs/ 美:/'staɪləs/","该版本不支持扩展词库。购买专业版",
1049,"subject to","","易受...影响的,屈服于...的,让步于...",
1050,"substantiate","英:/səb'stænʃɪeɪt/ 美:/səb'stænʃɪet/","vt. 用事实支持(某主张、说法等)；证明，证实

时 态:  
substantiated，substantiating，substantiates 

名 词:  
substantiation",
1051,"substantive","英:/səbˈstæntɪv/ 美:/ˈsʌbstəntɪv/","- adj. 真的，真实的，实在的，实际的
- (军衔)永久的；非临时的
- adv. 真实地
- n. 真实

副 词:  
substantively",
1052,"substitute","英:/'sʌbstɪtjuːt/ 美:/'sʌbstɪtut/","vt. & vi. 代替, 替换, 代用

时 态:  
substituted, substituting, substitutes 

名 词:  
substitutability

形容词:  
substitutable",
1053,"substituted","/'sʌbstə,tjʊt/","取代的,代替的",
1054,"substrate","英:/'sʌbstreɪt/ 美:/'sʌbstret/","- n. (供绘画、印刷等的)底面，基底；基片
- 酶作用物
- (有机体的)培养基",
1055,"such-and-such","/'sʌtʃən'sʌtʃ/","- adj. 如此这般的,这样那样的,某某的
- pron. 某某人或事物,这样的人或事物",
1056,"suggest","英:/sə'dʒest/ 美:/sə'dʒɛst/","该版本不支持扩展词库。购买专业版",
1057,"suggestion","英:/sə'dʒestʃ(ə)n/ 美:/sə'dʒɛstʃən/","- n. 建议, 意见
- 细微的迹象",
1058,"summon","英:/'sʌmən/ 美:/'sʌmən/","该版本不支持扩展词库。购买专业版",
1059,"supperless","/'sʌpəlis/","adj. 未吃晚饭的,没有晚饭的",
1060,"supplementary","英:/ˌsʌplɪ'ment(ə)rɪ/ 美:/ˌsʌplɪ'mɛntri/","adj. 增补的; 补充的",
1061,"surmount","英:/sə'maʊnt/ 美:/sɚ'maʊnt/","该版本不支持扩展词库。购买专业版",
1062,"surname","英:/'sɜːneɪm/ 美:/'sɝ'nem/","该版本不支持扩展词库。购买专业版",
1063,"surround","英:/sə'raʊnd/ 美:/sə'raʊnd/","该版本不支持扩展词库。购买专业版",
1064,"suspicion","英:/sə'spɪʃ(ə)n/ 美:/sə'spɪʃən/","- n. 怀疑, 嫌疑
- 疑心, 猜疑
- 一点儿, 少量

时 态:  
suspicioned, suspicioning, suspicions",
1065,"suspicious","英:/sə'spɪʃəs/ 美:/sə'spɪʃəs/","- adj. 猜疑的, 疑心的
- 可疑的
- 表示怀疑的

副 词:  
suspiciously",
1066,"swath","英:/swɒθ/ 美:/sweð/","该版本不支持扩展词库。购买专业版",
1067,"swirl","英:/swɜːl/ 美:/swɝl/","该版本不支持扩展词库。购买专业版",
1068,"switch to","","转变",
1069,"symbiotic","/sɪmbaɪ'ɑtɪk/","adj. 共生的",
1070,"syndrome","英:/'sɪndrəʊm/ 美:/'sɪndrəm/","该版本不支持扩展词库。购买专业版",
1071,"synthesize","英:/ˈsɪnθɪˌsaɪz/ 美:/'sɪnθəsaɪz/","- vt. 综合, 使合成
- 人工合成

时 态:  
synthesized, synthesizing, synthesizes",
1072,"synthetically","英:/sin'θetikəli/ 美:/sɪnˈ θ ɛtɪk l..ɪ/","- adv. 综合地
- 以合成方法",
1073,"tacit","英:/'tæsɪt/ 美:/'tæsɪt/","该版本不支持扩展词库。购买专业版",
1074,"taciturn","英:/'tæsɪtɜːn/ 美:/'tæsɪtɝn/","该版本不支持扩展词库。购买专业版",
1075,"tailor","英:/'teɪlə/ 美:/'telɚ/","该版本不支持扩展词库。购买专业版",
1076,"tailored","英:/'teɪləd/ 美:/'telɚd/","该版本不支持扩展词库。购买专业版",
1077,"take the plunge","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1078,"taken","英:/'teɪkn/ 美:/'tekən/","该版本不支持扩展词库。购买专业版",
1079,"tan","英:/tæn/ 美:/tæn/","- n. 黄褐色, 棕黄色
- vt. & vi. (使)晒成棕褐色
- vt. 硝制(皮革)
TANabbr. total ammonia nitrogen 总氨氮

时 态:  
tanned, tanning, tans 

形容词:  
tannish",
1080,"tangent","英:/'tæn(d)ʒ(ə)nt/ 美:/'tændʒənt/","该版本不支持扩展词库。购买专业版",
1081,"teachings","/'ti:tʃiŋ/","说",
1082,"tear-out","/'tεəraut/","撕下",
1083,"techniques","/tek'ni:k/","经营技巧",
1084,"telecommute","英:/ˌtɛlɪkə'mjut/ 美:/ˈtɛlɪkəˌmjut/","vi. (在家里通过使用与工作单位连接的计算机终端)远距离工作

时 态:  
telecommuted, telecommuting, telecommutes  

名 词:  
telecommuter",
1085,"tempest","英:/'tempɪst/ 美:/'tɛmpɪst/","该版本不支持扩展词库。购买专业版",
1086,"tempest-tossed","/'tempist,tɔst/","adj. 受暴风雨戏弄的,连遭打击的",
1087,"tempting","英:/'tem(p)tɪŋ/ 美:/'tɛmptɪŋ/","该版本不支持扩展词库。购买专业版",
1088,"tenor","英:/'tenə/ 美:/'tɛnɚ/","该版本不支持扩展词库。购买专业版",
1089,"tentative","英:/'tentətɪv/ 美:/'tɛntətɪv/","adj. 试探性的; 试验的; 尝试性的

副 词:  
tentatively

名 词:  
tentativeness",
1090,"terminology","英:/ˌtɜːmɪ'nɒlədʒɪ/ 美:/ˌtɝmə'nɑlədʒi/","- n. 专门用语；术语；术语学
- 术语的正确使用, 术语用法

形容词:  
terminological",
1091,"terrifically","/tə'rifikli/","adv. 非常;极其",
1092,"terrify","英:/'terɪfaɪ/ 美:/'tɛrɪfaɪ/","该版本不支持扩展词库。购买专业版",
1093,"testify","英:/'testɪfaɪ/ 美:/'tɛstɪfaɪ/","该版本不支持扩展词库。购买专业版",
1094,"tetrahedron","英:/ˌtetrə'hiːdrən/ 美:/ˌtɛtrəˈhidrən/","n. 四面体",
1095,"textured","/'tekstʃəd/","该版本不支持扩展词库。购买专业版",
1096,"the","英:/ðə/ 美:/ði,ðə/","- art. 这；那
- adv. 更加（用于比较级，最高级前）

THEabbr. Technical Help to Exporters 出口商的技术协助",
1097,"theater","英:/'θiətə/ 美:/ˈθiətɚ/","该版本不支持扩展词库。购买专业版",
1098,"theatre","英:/'θiətə/ 美:/ˈθiətɚ/","该版本不支持扩展词库。购买专业版",
1099,"theatrical","英:/θɪ'ætrɪk(ə)l/ 美:/θɪ'ætrɪkl/","- adj. 戏剧的；剧场的
- 炫耀的；戏剧性的；演戏似的；不自然的

名 词:  
theatricality

副 词:  
theatrically",
1100,"theorem","英:/'θɪərəm/ 美:/'θiərəm/","该版本不支持扩展词库。购买专业版",
1101,"This really begs the question what the actual irreducible amount of real information in a particular block of data re- ally is; many messages, political speeches, and even sometimes book chapters, contain large amounts of extraneous padding that is not really needed.","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1102,"thoroughly","英:/'θʌrəli/ 美:/ˈ θə..olɪ/","- adv. 彻底地；认真仔细地
- 完全地；非常，极其",
1103,"thrash","英:/θræʃ/ 美:/θræʃ/","该版本不支持扩展词库。购买专业版",
1104,"throw","英:/θrəʊ/ 美:/θroʊ/","该版本不支持扩展词库。购买专业版",
1105,"thrush","英:/θrʌʃ/ 美:/θrʌʃ/","该版本不支持扩展词库。购买专业版",
1106,"tight","英:/taɪt/ 美:/taɪt/","该版本不支持扩展词库。购买专业版",
1107,"tips","/tɪp/","n. 秘诀，技巧；小贴士，小窍门

TIPSabbr. Technical Information Processing System 技术情报处理系统
TIPSabbr. Technical Information Processing System 〈美〉技术情报处理系统",
1108,"tirelessly","英:/ˈtaɪəlɪslɪ/ 美:/'taɪrlɪsli/","- adv. 不知疲倦地
- 不屈不挠地;坚忍地",
1109,"to","英:/tə,tu,tuː/ 美:/tə,tu,tuː/","- adv. 向前；（门等）关上
- prep. 向；到；（表示时间、方向）朝…方向

TOabbr. Technical Observer 技术观察员",
1110,"topography","英:/tə'pɒgrəfɪ/ 美:/tə'pɑgrəfi/","- n. 地形学,地形测量学
- 地形,地貌,地势

名 词:  
topograph

形容词:  
topographic",
1111,"torpedo","英:/tɔː'piːdəʊ/ 美:/tɔr'pido/","该版本不支持扩展词库。购买专业版",
1112,"toss","英:/tɒs/ 美:/tɔs/","该版本不支持扩展词库。购买专业版",
1113,"tough","英:/tʌf/ 美:/tʌf/","该版本不支持扩展词库。购买专业版",
1114,"trace","英:/treɪs/ 美:/tres/","该版本不支持扩展词库。购买专业版",
1115,"trade-off","英:/'treidɔf,-ɔ:f/ 美:/ˈtredˌɔf/","n. 交换,协定,交易,平衡",
1116,"tragic","英:/'trædʒɪk/ 美:/'trædʒɪk/","该版本不支持扩展词库。购买专业版",
1117,"trailblazer","英:/'treɪlbleɪzə/ 美:/ˈtrelˌblezɚ/","n. 开路的人,先驱者,开拓者",
1118,"trailer","英:/'treɪlə/ 美:/'trelɚ/","该版本不支持扩展词库。购买专业版",
1119,"trajectory","英:/trə'dʒekt(ə)rɪ/ 美:/trə'dʒɛktəri/","- n. 弹道，轨迹；轨道
- 轨线；常角轨道",
1120,"transient","英:/'trænzɪənt/ 美:/ˈtrænʃənt/","adj. 短暂的; 片刻的; 转瞬即逝的",
1121,"transit","英:/'trænsɪt/ 美:/ˈtrænsɪt/","该版本不支持扩展词库。购买专业版",
1122,"transpacific","英:/ˌtrænspə'sɪfɪk/ 美:/ˌtrænzpə'sɪfɪk/","adj. 横渡太平洋的,太平洋彼岸的",
1123,"transparent","英:/træn'spær(ə)nt/ 美:/træns'pærənt/","- adj. 透明的
- 含义清楚的, 显而易见的

副 词:  
transparently",
1124,"transversal","英:/trænz'vɜːs(ə)l/ 美:/træns'vɝsəl/","- adj. 横向的,横断的,截线的
- n. 截线,横肌",
1125,"trapped","/'træpid/","该版本不支持扩展词库。购买专业版",
1126,"tray","英:/treɪ/ 美:/tre/","该版本不支持扩展词库。购买专业版",
1127,"treatment","英:/'triːtm(ə)nt/ 美:/'tritmənt/","- n. 处理；对待，待遇
- 治疗；疗法",
1128,"trial and error","","该版本不支持扩展词库。购买专业版",
1129,"trim","英:/trɪm/ 美:/trɪm/","该版本不支持扩展词库。购买专业版",
1130,"trip","英:/trɪp/ 美:/trɪp/","该版本不支持扩展词库。购买专业版",
1131,"triple","英:/'trɪp(ə)l/ 美:/'trɪpl/","该版本不支持扩展词库。购买专业版",
1132,"trot","英:/trɒt/ 美:/trɑt/","该版本不支持扩展词库。购买专业版",
1133,"truce","英:/truːs/ 美:/trus/","该版本不支持扩展词库。购买专业版",
1134,"truncate","英:/trʌŋ'keɪt/ 美:/trʌŋ'ket/","该版本不支持扩展词库。购买专业版",
1135,"turgescent","/tɜː'dʒes(ə)nt/","adj. 肿的,浮夸的",
1136,"turn out","","vt. 翻转, 生产, 关闭, 出动, 证明是",
1137,"turtle","英:/'tɜːt(ə)l/ 美:/'tɝtl/","该版本不支持扩展词库。购买专业版",
1138,"tutor","英:/'tjuːtə/ 美:/'tʊtɚ/","该版本不支持扩展词库。购买专业版",
1139,"tweezers","英:/'twiːzəz/ 美:/'twizɚz/","n. 镊子；小钳子（tweezer的复数形式）",
1140,"twist","英:/twɪst/ 美:/twɪst/","该版本不支持扩展词库。购买专业版",
1141,"twitter","英:/'twɪtə/ 美:/'twɪtɚ/","该版本不支持扩展词库。购买专业版",
1142,"typo","英:/'taɪpəʊ/ 美:/'taɪpo/","该版本不支持扩展词库。购买专业版",
1143,"under the hood","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1144,"underdog","英:/'ʌndədɒg/ 美:/'ʌndɚdɔɡ/","该版本不支持扩展词库。购买专业版",
1145,"underlie","英:/ʌndə'laɪ/ 美:/ˌʌndɚ'laɪ/","该版本不支持扩展词库。购买专业版",
1146,"underlying","英:/ʌndə'laɪɪŋ/ 美:/ˌʌndɚ'laɪɪŋ/","- adj. 根本的, 基础的
- 含蓄的, 潜在的",
1147,"underpay","英:/ʌndə'peɪ/ 美:/ˌʌndɚ'pe/","该版本不支持扩展词库。购买专业版",
1148,"underpin","英:/ʌndə'pɪn/ 美:/ˌʌndɚ'pɪn/","该版本不支持扩展词库。购买专业版",
1149,"unfathomable","英:/ʌn'fæð(ə)məb(ə)l/ 美:/ʌn'fæðəməbl/","- adj. 深得无法到达底部的
- 高深莫测的;难以了解的",
1150,"unfold","英:/ʌn'fəʊld/ 美:/ʌn'fold/","该版本不支持扩展词库。购买专业版",
1151,"unfolded","/ʌn'fold/","展开的;解开的",
1152,"unisex","英:/'juːnɪseks/ 美:/'jʊnɪ'sɛks/","adj. (指服饰等)不分男女的",
1153,"unitary","英:/'juːnɪt(ə)rɪ/ 美:/'junətɛri/","该版本不支持扩展词库。购买专业版",
1154,"unity","英:/'juːnɪtɪ/ 美:/'junəti/","该版本不支持扩展词库。购买专业版",
